Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_income
LP002337,0,0,0,1,0,360.0,1.0,2,1,4.0943445622221,2995.0
LP002345,1,1,0,1,0,360.0,1.0,0,1,4.718498871295094,3798.0
LP002347,1,1,0,1,0,360.0,1.0,1,1,4.927253685157205,4663.0
LP002348,1,1,0,1,0,360.0,1.0,0,1,4.927253685157205,5829.0
LP002361,1,1,0,1,0,360.0,1.0,2,1,4.605170185988092,3539.0
LP002364,1,1,0,1,0,360.0,1.0,1,1,4.564348191467836,14880.0
LP002366,1,1,0,1,0,360.0,1.0,0,1,4.795790545596741,6966.0
LP002368,1,1,2,1,0,360.0,1.0,1,1,4.890349128221754,5935.0
LP002369,1,1,0,1,0,360.0,1.0,0,1,4.465908118654584,2936.12000084
LP002370,1,0,0,0,0,180.0,1.0,2,1,4.0943445622221,2717.0
LP002377,0,0,1,1,1,360.0,1.0,1,1,5.0106352940962555,8624.0
LP002386,1,0,0,1,0,360.0,1.0,1,1,6.003887067106539,12876.0
LP002387,1,1,0,1,0,360.0,1.0,1,1,4.962844630259907,4765.0
LP002390,1,0,0,1,0,360.0,1.0,2,1,4.605170185988092,3750.0
LP002398,1,0,0,1,0,360.0,1.0,1,1,3.912023005428146,3777.0
LP002407,0,1,0,0,1,360.0,1.0,0,1,4.927253685157205,7142.0
LP002408,1,0,0,1,0,360.0,1.0,1,1,5.231108616854587,8724.0
LP002409,1,1,0,1,0,360.0,1.0,0,1,5.19295685089021,9734.0
LP002418,1,0,3,0,0,360.0,1.0,1,1,4.997212273764115,6700.0
LP002424,1,1,0,1,0,300.0,1.0,0,1,5.1647859739235145,15666.0
LP002429,1,1,1,1,1,360.0,1.0,0,1,4.867534450455582,4676.0
LP002434,1,1,2,0,0,360.0,1.0,0,1,4.700480365792417,4652.0
LP002447,1,1,2,0,0,300.0,1.0,2,1,4.0943445622221,3414.0
LP002449,1,1,0,1,0,180.0,0.0,0,1,4.499809670330265,4949.0
LP002453,1,0,0,1,1,360.0,1.0,1,1,4.430816798843313,7085.0
LP002455,1,1,2,1,0,360.0,1.0,1,1,4.564348191467836,3859.0
LP002459,1,1,0,1,0,360.0,1.0,2,1,4.770684624465665,4301.0
LP002472,1,0,2,1,0,360.0,1.0,0,1,4.912654885736052,4354.0
LP002478,1,1,0,1,1,360.0,1.0,1,1,5.075173815233827,6166.0
LP002484,1,1,3,1,0,180.0,1.0,2,1,4.852030263919617,7740.0
LP002487,1,1,0,1,0,360.0,1.0,0,1,5.030437921392435,5203.0
LP002489,0,0,1,0,0,360.0,1.0,1,1,4.882801922586371,5191.0
LP002494,1,0,0,1,0,360.0,1.0,0,1,4.941642422609304,6000.0
LP002502,0,1,2,0,0,360.0,1.0,1,1,4.584967478670572,3127.0
LP002515,1,1,1,1,1,360.0,1.0,1,1,5.087596335232384,5529.0
LP002519,1,1,3,1,0,360.0,1.0,1,1,4.605170185988092,4691.0
LP002522,0,0,0,1,1,360.0,1.0,2,1,4.532599493153256,2500.0
LP002524,1,0,2,1,0,360.0,1.0,0,1,5.087596335232384,10180.0
LP002529,1,1,2,1,0,300.0,1.0,1,1,5.438079308923196,8450.0
LP002534,0,0,0,0,0,360.0,1.0,0,1,5.0369526024136295,4350.0
LP002536,1,1,3,0,0,360.0,1.0,0,1,4.727387818712341,3095.0
LP002537,1,1,0,1,0,360.0,1.0,1,1,4.852030263919617,5233.0
LP002541,1,1,0,1,0,360.0,1.0,1,1,5.455321115357702,10833.0
LP002543,1,1,2,1,0,360.0,1.0,1,1,5.5053315359323625,8333.0
LP002544,1,1,1,0,0,360.0,1.0,0,1,4.875197323201151,4394.0
LP002555,1,1,2,1,1,360.0,1.0,1,1,5.075173815233827,6666.0
LP002560,1,0,0,0,0,360.0,1.0,1,1,4.564348191467836,5484.0
LP002562,1,1,1,0,0,360.0,1.0,2,1,5.225746673713202,6464.0
LP002571,1,0,0,0,0,360.0,1.0,0,1,4.700480365792417,3691.0
LP002586,0,1,1,1,0,84.0,1.0,1,1,4.653960350157523,4239.0
LP002587,1,1,0,0,0,360.0,1.0,0,1,4.672828834461906,4300.0
LP002588,1,1,0,1,0,12.0,1.0,2,1,4.709530201312334,7482.0
LP002600,1,1,1,1,1,360.0,1.0,1,1,4.553876891600541,2895.0
LP002603,0,0,0,1,0,480.0,1.0,0,1,4.727387818712341,4328.0
LP002606,0,0,0,1,0,360.0,1.0,1,1,4.605170185988092,3159.0
LP002615,1,1,2,1,0,360.0,1.0,1,1,5.337538079701318,10489.0
LP002619,1,1,0,0,0,300.0,1.0,1,1,4.820281565605037,5297.0
LP002622,1,1,2,1,0,360.0,1.0,0,1,5.493061443340548,7926.0
LP002626,1,1,0,1,1,360.0,1.0,2,1,5.236441962829949,5492.0
LP002634,0,0,1,1,0,360.0,1.0,2,1,3.6888794541139363,13262.0
LP002640,1,1,1,1,0,360.0,1.0,1,1,5.521460917862246,8069.0
LP002643,1,1,2,1,0,360.0,1.0,2,1,4.997212273764115,5318.0
LP002659,1,1,3,1,0,360.0,1.0,0,1,5.0106352940962555,6894.0
LP002670,0,1,2,1,0,480.0,1.0,1,1,4.727387818712341,3663.0
LP002689,1,1,2,0,0,360.0,1.0,1,1,3.8066624897703196,3934.0
LP002690,1,0,0,1,0,360.0,1.0,1,1,4.007333185232471,2500.0
LP002692,1,1,3,1,1,360.0,1.0,0,1,4.605170185988092,7101.0
LP002705,1,1,0,1,0,360.0,1.0,1,1,4.700480365792417,3775.0
LP002706,1,1,1,0,0,360.0,0.0,1,1,5.081404364984463,6715.0
LP002714,1,0,1,0,0,360.0,1.0,1,1,4.543294782270004,3981.0
LP002716,1,0,0,0,0,360.0,1.0,1,1,4.867534450455582,6783.0
LP002717,1,1,0,1,0,360.0,1.0,0,1,5.375278407684165,6525.0
LP002720,1,1,3,1,0,360.0,1.0,2,1,4.605170185988092,4281.0
LP002732,1,0,0,0,0,360.0,1.0,0,1,4.836281906951478,4592.0
LP002734,1,1,0,1,0,360.0,1.0,2,1,5.780743515792329,10039.0
LP002738,1,0,2,1,0,360.0,1.0,1,1,4.672828834461906,3617.0
LP002740,1,1,3,1,0,180.0,1.0,0,1,5.056245805348308,6417.0
LP002741,0,1,1,1,0,180.0,1.0,1,1,4.941642422609304,7453.0
LP002753,0,0,1,1,0,360.0,1.0,1,1,4.553876891600541,3652.0
LP002755,1,1,1,0,0,360.0,1.0,2,1,4.852030263919617,4763.0
LP002757,0,1,0,0,0,360.0,1.0,1,1,4.624972813284271,3680.0
LP002767,1,1,0,1,0,360.0,1.0,0,1,5.043425116919247,4718.0
LP002772,1,0,0,1,0,360.0,1.0,0,1,4.976733742420574,4309.0
LP002777,1,1,0,1,0,360.0,1.0,0,1,4.700480365792417,4801.0
LP002785,1,1,1,1,0,360.0,1.0,2,1,5.062595033026967,6583.0
LP002792,1,1,1,1,0,360.0,1.0,1,1,3.258096538021482,6500.0
LP002794,0,0,0,1,0,360.0,1.0,2,1,4.430816798843313,4292.0
LP002795,1,1,3,1,1,360.0,1.0,1,1,5.560681631015528,10139.0
LP002798,1,1,0,1,0,360.0,1.0,1,1,5.087596335232384,6556.0
LP002804,0,1,0,1,0,360.0,1.0,1,1,5.204006687076795,6486.0
LP002807,1,1,2,0,0,360.0,1.0,1,1,4.68213122712422,3917.0
LP002820,1,1,0,1,0,360.0,1.0,0,1,5.351858133476067,7977.0
LP002821,1,0,0,0,1,360.0,1.0,1,1,4.882801922586371,5800.0
LP002833,1,1,0,0,0,360.0,1.0,0,1,4.787491742782046,4467.0
LP002836,1,0,0,1,0,360.0,1.0,2,1,4.248495242049359,3333.0
LP002842,1,1,1,1,0,360.0,1.0,2,1,5.225746673713202,5167.0
LP002868,1,1,2,1,0,84.0,1.0,2,1,4.68213122712422,3620.0
LP002874,1,0,0,1,0,360.0,1.0,2,1,4.700480365792417,5968.0
LP002877,1,1,1,1,0,360.0,1.0,0,1,4.672828834461906,4014.0
LP002888,1,0,0,1,0,360.0,1.0,2,1,5.081404364984463,6099.0
LP002892,1,1,2,1,0,360.0,1.0,1,1,5.3230099791384085,6540.0
LP002894,0,1,0,1,0,360.0,1.0,1,1,3.58351893845611,3166.0
LP002916,1,1,0,1,0,360.0,1.0,2,1,4.6443908991413725,3819.0
LP002917,0,0,0,0,0,360.0,1.0,1,1,4.248495242049359,2165.0
LP002925,1,0,0,1,0,360.0,1.0,1,1,4.543294782270004,4750.0
LP002928,1,1,0,1,0,180.0,1.0,1,1,4.02535169073515,6416.0
LP002933,1,0,3,1,1,360.0,1.0,1,1,5.676753802268282,9357.0
LP002936,1,1,0,1,0,180.0,1.0,0,1,4.955827057601261,7159.0
LP002940,1,0,0,0,0,360.0,1.0,0,1,4.700480365792417,3833.0
LP002945,1,1,0,1,1,360.0,1.0,0,1,5.19295685089021,9963.0
LP002948,1,1,2,1,0,360.0,1.0,2,1,5.2574953720277815,5780.0
LP002950,1,1,0,0,0,360.0,1.0,0,1,5.043425116919247,5686.0
LP002953,1,1,3,1,0,360.0,1.0,2,1,4.852030263919617,5703.0
LP002958,1,0,0,1,0,360.0,1.0,0,1,5.147494476813453,7977.0
LP002961,1,1,1,1,0,360.0,1.0,1,1,5.153291594497779,5900.0
LP002964,1,1,2,0,0,360.0,1.0,0,1,5.056245805348308,5398.0
LP002974,1,1,0,1,0,360.0,1.0,0,1,4.68213122712422,5182.0
LP002978,0,0,0,1,0,360.0,1.0,0,1,4.2626798770413155,2900.0
LP002979,1,1,3,1,0,180.0,1.0,0,1,3.6888794541139363,4106.0
LP002983,1,1,1,1,0,360.0,1.0,2,1,5.53338948872752,8312.0
LP002984,1,1,2,1,0,360.0,1.0,2,1,5.231108616854587,7583.0
LP002288,1,1,2,0,0,180.0,0.0,2,0,3.8066624897703196,2889.0
LP002448,1,1,0,1,0,360.0,0.0,0,0,5.003946305945459,5681.0
LP001732,1,1,2,1,0,360.0,0.0,1,0,4.276666119016055,5000.0
LP002151,1,1,1,1,0,360.0,1.0,2,0,4.204692619390966,3875.0
LP001164,0,0,0,1,0,360.0,1.0,1,0,4.718498871295094,4230.0
LP001938,1,1,2,1,0,360.0,0.0,1,0,4.844187086458591,4400.0
LP002236,1,1,2,1,0,360.0,1.0,2,0,4.605170185988092,4566.0
LP002443,1,1,2,1,0,360.0,0.0,0,0,5.0106352940962555,5050.0
LP001641,1,1,1,1,1,300.0,0.0,0,0,4.189654742026425,2178.0
LP002140,1,0,0,1,0,360.0,1.0,0,0,5.730099782973574,12917.0
LP002318,0,0,1,0,1,360.0,1.0,1,0,4.127134385045092,3867.0
LP002448,1,1,0,1,0,360.0,0.0,0,0,5.003946305945459,5681.0
LP001532,1,1,2,0,0,360.0,1.0,0,0,4.727387818712341,2281.0
LP001835,1,1,0,0,0,360.0,0.0,1,0,5.303304908059076,5558.0
LP001273,1,1,0,1,0,360.0,1.0,1,0,5.579729825986222,8250.0
LP002301,0,0,0,1,1,360.0,1.0,0,0,5.267858159063328,7441.0
LP002789,1,1,0,1,0,180.0,0.0,0,0,4.882801922586371,7859.0
LP001938,1,1,2,1,0,360.0,0.0,1,0,4.844187086458591,4400.0
LP001864,1,1,3,0,0,360.0,1.0,1,0,4.852030263919617,4931.0
LP002912,1,1,1,1,0,84.0,1.0,0,0,5.147494476813453,7283.0
LP002140,1,0,0,1,0,360.0,1.0,0,0,5.730099782973574,12917.0
LP001751,1,1,0,1,0,360.0,1.0,0,0,5.135798437050262,3250.0
LP001565,1,1,1,1,0,360.0,0.0,1,0,4.795790545596741,4369.0
LP001633,1,1,1,1,0,360.0,0.0,2,0,5.19295685089021,13650.0
LP001029,1,0,0,1,0,360.0,1.0,0,0,4.736198448394496,4693.0
LP001945,0,0,0,1,0,480.0,0.0,2,0,4.962844630259907,5417.0
LP001488,1,1,3,1,0,360.0,1.0,1,0,5.66988092298052,11750.0
LP001732,1,1,2,1,0,360.0,0.0,1,0,4.276666119016055,5000.0
LP001945,0,0,0,1,0,480.0,0.0,2,0,4.962844630259907,5417.0
LP001532,1,1,2,0,0,360.0,1.0,0,0,4.727387818712341,2281.0
LP002556,1,0,0,1,0,360.0,1.0,2,0,4.31748811353631,2435.0
LP002224,1,0,0,1,0,480.0,1.0,2,0,4.2626798770413155,3069.0
LP002158,1,1,0,0,0,480.0,0.0,2,0,4.605170185988092,4666.0
LP002444,1,0,1,0,1,360.0,1.0,1,0,5.247024072160486,4311.0
LP002086,0,1,0,1,0,360.0,1.0,2,0,4.700480365792417,6784.0
LP002187,1,0,0,1,0,480.0,1.0,1,0,4.564348191467836,2500.0
LP002142,0,1,0,1,1,360.0,0.0,0,0,4.653960350157523,5500.0
LP002362,1,1,1,1,0,360.0,0.0,2,0,4.700480365792417,8917.0
LP002116,0,0,0,1,0,360.0,1.0,0,0,3.828641396489095,2378.0
LP002837,1,1,3,1,0,360.0,0.0,0,0,4.812184355372417,5900.0
LP001379,1,1,2,1,0,360.0,0.0,2,0,5.375278407684165,7400.0
LP001854,1,1,3,1,0,360.0,1.0,2,0,4.543294782270004,5250.0
LP002943,1,0,0,1,0,360.0,0.0,1,0,4.477336814478207,2987.0
LP002505,1,1,0,1,0,360.0,1.0,2,0,4.700480365792417,6784.0
LP002236,1,1,2,1,0,360.0,1.0,2,0,4.605170185988092,4566.0
LP001754,1,1,0,0,1,360.0,1.0,2,0,4.927253685157205,4735.0
LP001711,1,1,3,1,0,360.0,0.0,1,0,4.852030263919617,4680.0
LP001849,1,0,0,0,0,360.0,0.0,0,0,4.74493212836325,6045.0
LP002898,1,1,1,1,0,360.0,1.0,0,0,4.110873864173311,1880.0
LP001656,1,0,0,1,0,360.0,1.0,1,0,5.099866427824199,12000.0
LP002618,1,1,1,0,0,360.0,1.0,0,0,4.927253685157205,9352.0
LP001222,0,0,0,1,0,360.0,0.0,1,0,4.7535901911063645,4166.0
LP002723,1,0,2,1,0,360.0,0.0,0,0,4.700480365792417,3588.0
LP001119,1,0,0,1,0,360.0,1.0,2,0,4.382026634673881,3600.0
LP002837,1,1,3,1,0,360.0,0.0,0,0,4.812184355372417,5900.0
LP002847,1,1,0,1,0,360.0,0.0,2,0,5.10594547390058,6567.0
LP001786,1,1,0,1,0,360.0,1.0,2,0,5.541263545158426,5746.0
LP002288,1,1,2,0,0,180.0,0.0,2,0,3.8066624897703196,2889.0
LP002335,0,1,0,0,0,360.0,0.0,1,0,5.181783550292085,5386.0
LP002832,1,1,2,1,0,360.0,0.0,2,0,5.552959584921617,8799.0
LP002545,1,0,2,1,0,360.0,0.0,0,0,4.382026634673881,3547.0
LP001109,1,1,0,1,0,360.0,0.0,2,0,4.605170185988092,3158.0
LP002188,1,0,0,1,0,360.0,0.0,0,0,4.820281565605037,5124.0
LP002493,1,0,0,1,0,360.0,0.0,1,0,4.584967478670572,4166.0
LP001497,1,1,2,1,0,360.0,1.0,0,0,5.220355825078324,7125.0
LP002181,1,0,0,0,0,360.0,1.0,0,0,4.890349128221754,6216.0
LP001241,0,0,0,1,0,360.0,0.0,1,0,4.912654885736052,4300.0
LP001634,1,0,0,1,0,360.0,1.0,0,0,4.204692619390966,6979.0
LP001565,1,1,1,1,0,360.0,0.0,1,0,4.795790545596741,4369.0
LP001097,1,0,1,1,1,360.0,1.0,0,0,4.663439094112067,4692.0
LP001179,1,1,2,1,0,360.0,1.0,2,0,4.897839799950911,4616.0
LP001014,1,1,3,1,0,360.0,0.0,1,0,5.062595033026967,5540.0
LP001579,1,0,0,1,0,480.0,0.0,1,0,4.143134726391533,2237.0
LP002357,0,0,0,0,0,360.0,0.0,2,0,4.382026634673881,2720.0
LP001562,1,1,0,1,0,360.0,1.0,2,0,5.616771097666572,7933.0
LP001634,1,0,0,1,0,360.0,1.0,0,0,4.204692619390966,6979.0
LP001963,1,1,1,1,0,360.0,1.0,2,0,4.727387818712341,4939.0
LP001036,0,0,0,1,0,360.0,0.0,2,0,4.330733340286331,3510.0
LP001736,1,1,0,1,0,360.0,0.0,2,0,4.0943445622221,2221.0
LP002625,1,0,0,1,0,360.0,1.0,2,0,4.564348191467836,3583.0
LP002743,0,0,0,1,0,360.0,0.0,1,0,4.59511985013459,2138.0
LP002188,1,0,0,1,0,360.0,0.0,0,0,4.820281565605037,5124.0
LP002151,1,1,1,1,0,360.0,1.0,2,0,4.204692619390966,3875.0
LP001036,0,0,0,1,0,360.0,0.0,2,0,4.330733340286331,3510.0
LP002625,1,0,0,1,0,360.0,1.0,2,0,4.564348191467836,3583.0
LP001036,0,0,0,1,0,360.0,0.0,2,0,4.330733340286331,3510.0
LP001047,1,1,0,0,0,360.0,0.0,1,0,4.7535901911063645,4511.0
LP001086,1,0,0,0,0,360.0,1.0,2,0,3.5553480614894135,1442.0
LP001964,1,1,0,0,0,360.0,0.0,2,0,4.532599493153256,4734.0
LP001109,1,1,0,1,0,360.0,0.0,2,0,4.605170185988092,3158.0
LP002403,1,0,0,1,1,360.0,0.0,2,0,5.231108616854587,10416.0
LP002637,1,0,0,0,0,360.0,1.0,0,0,4.605170185988092,4885.0
LP001255,1,0,0,1,0,480.0,1.0,2,0,4.727387818712341,3750.0
LP001465,1,1,0,1,0,360.0,1.0,0,0,5.204006687076795,8649.0
LP002684,0,0,0,0,0,360.0,1.0,0,0,4.553876891600541,3400.0
LP002296,1,0,0,0,0,300.0,1.0,0,0,4.174387269895637,2755.0
LP001836,0,0,2,1,0,360.0,1.0,2,0,4.927253685157205,3427.0
LP002158,1,1,0,0,0,480.0,0.0,2,0,4.605170185988092,4666.0
LP002341,0,0,1,1,0,360.0,1.0,2,0,5.075173815233827,2600.0
LP002158,1,1,0,0,0,480.0,0.0,2,0,4.605170185988092,4666.0
LP001532,1,1,2,0,0,360.0,1.0,0,0,4.727387818712341,2281.0
LP001146,0,1,0,1,0,360.0,0.0,2,0,4.787491742782046,6085.0
LP002530,1,1,2,1,0,360.0,0.0,1,0,4.882801922586371,4745.0
LP002205,1,0,1,1,0,180.0,0.0,2,0,4.709530201312334,5049.0
LP002288,1,1,2,0,0,180.0,0.0,2,0,3.8066624897703196,2889.0
LP001963,1,1,1,1,0,360.0,1.0,2,0,4.727387818712341,4939.0
LP001531,1,0,0,1,0,360.0,1.0,2,0,5.497168225293202,9166.0
LP001119,1,0,0,1,0,360.0,1.0,2,0,4.382026634673881,3600.0
LP001657,1,1,0,0,0,360.0,1.0,2,0,5.075173815233827,6033.0
LP001489,0,1,0,1,0,360.0,1.0,0,0,4.430816798843313,4583.0
LP002789,1,1,0,1,0,180.0,0.0,0,0,4.882801922586371,7859.0
LP001528,1,0,0,1,0,360.0,0.0,0,0,4.770684624465665,6277.0
LP001003,1,1,1,1,0,360.0,1.0,0,0,4.852030263919617,6091.0
LP002911,1,1,1,1,0,360.0,0.0,0,0,4.983606621708336,4704.0
LP002841,1,1,0,1,0,360.0,0.0,2,0,4.6443908991413725,5230.0
LP002493,1,0,0,1,0,360.0,0.0,1,0,4.584967478670572,4166.0
LP001751,1,1,0,1,0,360.0,1.0,0,0,5.135798437050262,3250.0
LP002847,1,1,0,1,0,360.0,0.0,2,0,5.10594547390058,6567.0
LP002556,1,0,0,1,0,360.0,1.0,2,0,4.31748811353631,2435.0
LP002115,1,1,3,0,0,360.0,1.0,0,0,5.153291594497779,4234.0
LP001665,1,1,1,1,0,360.0,1.0,1,0,5.135798437050262,5708.0
LP001722,1,1,0,1,0,360.0,1.0,0,0,4.90527477843843,1950.0
LP002341,0,0,1,1,0,360.0,1.0,2,0,5.075173815233827,2600.0
LP001736,1,1,0,1,0,360.0,0.0,2,0,4.0943445622221,2221.0
LP001519,0,0,0,1,0,360.0,1.0,0,0,5.41610040220442,11666.0
LP001579,1,0,0,1,0,480.0,0.0,1,0,4.143134726391533,2237.0
LP002556,1,0,0,1,0,360.0,1.0,2,0,4.31748811353631,2435.0
LP001994,0,0,0,1,0,360.0,0.0,2,0,4.6443908991413725,4263.0
LP002648,1,1,0,1,0,180.0,1.0,1,0,4.248495242049359,8796.0
LP002840,0,0,0,1,0,360.0,1.0,2,0,2.1972245773362196,2378.0
LP002287,0,0,0,1,0,360.0,0.0,1,0,4.634728988229636,3300.0
LP001708,0,0,0,1,0,360.0,1.0,1,0,5.365976015021851,10000.0
LP001945,0,0,0,1,0,480.0,0.0,2,0,4.962844630259907,5417.0
LP002912,1,1,1,1,0,84.0,1.0,0,0,5.147494476813453,7283.0
LP002367,0,0,1,0,0,360.0,1.0,0,0,4.394449154672439,4606.0
LP002403,1,0,0,1,1,360.0,0.0,2,0,5.231108616854587,10416.0
LP002943,1,0,0,1,0,360.0,0.0,1,0,4.477336814478207,2987.0
LP002341,0,0,1,1,0,360.0,1.0,2,0,5.075173815233827,2600.0
LP001656,1,0,0,1,0,360.0,1.0,1,0,5.099866427824199,12000.0
LP001859,1,1,0,1,0,360.0,1.0,0,0,5.717027701406222,16783.0
LP001052,1,1,1,1,0,360.0,1.0,1,0,5.017279836814924,6642.0
LP002545,1,0,2,1,0,360.0,0.0,0,0,4.382026634673881,3547.0
LP001722,1,1,0,1,0,360.0,1.0,0,0,4.90527477843843,1950.0
LP001489,0,1,0,1,0,360.0,1.0,0,0,4.430816798843313,4583.0
LP002367,0,0,1,0,0,360.0,1.0,0,0,4.394449154672439,4606.0
LP001854,1,1,3,1,0,360.0,1.0,2,0,4.543294782270004,5250.0
LP002789,1,1,0,1,0,180.0,0.0,0,0,4.882801922586371,7859.0
LP002443,1,1,2,1,0,360.0,0.0,0,0,5.0106352940962555,5050.0
LP002556,1,0,0,1,0,360.0,1.0,2,0,4.31748811353631,2435.0
LP001100,1,0,3,1,0,360.0,1.0,0,0,5.768320995793772,15500.0
